YearWeekISO,FirstDose,FirstDoseRefused,SecondDose,UnknownDose,NumberDosesReceived,Region,Population,ReportingCountry,TargetGroup,Vaccine,Denominator
2021-W03,0,,0,0,,FI1C,5525292,FI,Age60_69,AZ,161879
2021-W03,0,,0,0,,FI1C,5525292,FI,Age70_79,AZ,133383
2021-W03,1153,,0,0,,FI19,5525292,FI,Age70_79,COM,146937
2021-W03,0,,0,0,,FI,5525292,FI,Age70_79,AZ,561908
2021-W03,0,,0,0,,FI19,5525292,FI,Age70_79,AZ,146937
2021-W03,4782,,7,0,,FI,5525292,FI,Age70_79,COM,561908
2021-W03,0,,0,0,,FI1D,5525292,FI,Age70_79,AZ,136699
2021-W03,1321,,4,0,,FI1D,5525292,FI,Age70_79,COM,136699
2021-W03,116,,0,0,,FI1D,5525292,FI,Age70_79,MOD,136699
2021-W03,0,,0,0,,FI1D,5525292,FI,Age70_79,UNK,136699
2021-W03,0,,0,0,,FI,5525292,FI,Age70_79,UNK,561908
2021-W03,0,,0,0,,FI1B,5525292,FI,Age70_79,AZ,141702
2021-W03,116,,0,0,,FI,5525292,FI,Age70_79,MOD,561908
2021-W03,0,,0,0,,FI20,5525292,FI,Age70_79,AZ,3187
2021-W03,41,,0,0,,FI20,5525292,FI,Age70_79,COM,3187
2021-W03,0,,0,0,,FI20,5525292,FI,Age70_79,MOD,3187
2021-W03,0,,0,0,,FI20,5525292,FI,Age70_79,UNK,3187
2021-W03,1276,,3,0,,FI1B,5525292,FI,Age70_79,COM,141702
2021-W03,0,,0,0,,FI1B,5525292,FI,Age70_79,MOD,141702
2021-W03,0,,0,0,,FI1B,5525292,FI,Age70_79,UNK,141702
2021-W03,989,,0,0,,FI1C,5525292,FI,Age70_79,COM,133383
2021-W03,0,,0,0,,FI1C,5525292,FI,Age70_79,UNK,133383
2021-W03,0,,0,0,,FI1C,5525292,FI,Age70_79,MOD,133383
2021-W03,0,,0,0,,FI19,5525292,FI,Age70_79,MOD,146937
2021-W03,0,,0,0,,FI19,5525292,FI,Age70_79,UNK,146937
2021-W03,1,,0,0,,FI1B,5525292,FI,Age80+,MOD,69094
2021-W03,178,,0,0,,FI20,5525292,FI,Age80+,COM,1654
2021-W03,0,,0,0,,FI20,5525292,FI,Age80+,MOD,1654
2021-W03,0,,0,0,,FI20,5525292,FI,Age80+,UNK,1654
2021-W03,0,,0,0,,FI1B,5525292,FI,Age80+,UNK,69094
2021-W03,0,,0,0,,FI1D,5525292,FI,Age80+,UNK,80207
2021-W03,0,,0,0,,FI1B,5525292,FI,Age80+,AZ,69094
2021-W03,581,,0,0,,FI1D,5525292,FI,Age80+,MOD,80207
2021-W03,0,,0,0,,FI1C,5525292,FI,Age80+,AZ,75299
2021-W03,0,,0,0,,FI1D,5525292,FI,Age80+,AZ,80207
2021-W03,3110,,0,0,,FI1C,5525292,FI,Age80+,COM,75299
2021-W03,0,,0,0,,FI1C,5525292,FI,Age80+,MOD,75299
2021-W03,0,,0,0,,FI1C,5525292,FI,Age80+,UNK,75299
2021-W03,0,,0,0,,FI20,5525292,FI,Age80+,AZ,1654
2021-W03,0,,0,0,,FI,5525292,FI,Age80+,UNK,312406
2021-W03,582,,0,0,,FI,5525292,FI,Age80+,MOD,312406
2021-W03,3723,,0,0,,FI1B,5525292,FI,Age80+,COM,69094
2021-W03,4802,,0,0,,FI1D,5525292,FI,Age80+,COM,80207
2021-W03,0,,0,0,,FI,5525292,FI,Age80+,AZ,312406
2021-W03,16129,,0,0,,FI,5525292,FI,Age80+,COM,312406
2021-W03,0,,0,0,,FI19,5525292,FI,Age80+,AZ,86152
2021-W03,4314,,0,0,,FI19,5525292,FI,Age80+,COM,86152
2021-W03,0,,0,0,,FI19,5525292,FI,Age80+,MOD,86152
2021-W03,0,,0,0,,FI19,5525292,FI,Age80+,UNK,86152
2021-W03,0,,0,0,,FI20,5525292,FI,AgeUNK,MOD,
2021-W03,0,,0,0,,FI1B,5525292,FI,AgeUNK,AZ,
2021-W03,0,,0,0,,FI1B,5525292,FI,AgeUNK,COM,
2021-W03,0,,0,0,,FI1B,5525292,FI,AgeUNK,MOD,
2021-W03,0,,0,0,,FI1B,5525292,FI,AgeUNK,UNK,
2021-W03,0,,0,0,,FI1C,5525292,FI,AgeUNK,UNK,
2021-W03,0,,0,0,,FI1C,5525292,FI,AgeUNK,MOD,
2021-W03,0,,0,0,,FI1C,5525292,FI,AgeUNK,COM,
2021-W03,0,,0,0,,FI1C,5525292,FI,AgeUNK,AZ,
2021-W03,0,,0,0,,FI,5525292,FI,AgeUNK,AZ,
2021-W03,0,,0,0,,FI,5525292,FI,AgeUNK,COM,
2021-W03,0,,0,0,,FI,5525292,FI,AgeUNK,MOD,
2021-W03,0,,0,0,,FI,5525292,FI,AgeUNK,UNK,
2021-W03,0,,0,0,,FI1D,5525292,FI,AgeUNK,AZ,
2021-W03,0,,0,0,,FI1D,5525292,FI,AgeUNK,COM,
2021-W03,0,,0,0,,FI1D,5525292,FI,AgeUNK,MOD,
2021-W03,0,,0,0,,FI1D,5525292,FI,AgeUNK,UNK,
2021-W03,0,,0,0,,FI20,5525292,FI,AgeUNK,AZ,
2021-W03,0,,0,0,,FI20,5525292,FI,AgeUNK,COM,
2021-W03,0,,0,0,,FI20,5525292,FI,AgeUNK,UNK,
2021-W03,0,,0,0,,FI19,5525292,FI,AgeUNK,AZ,
2021-W03,0,,0,0,,FI19,5525292,FI,AgeUNK,COM,
2021-W03,0,,0,0,,FI19,5525292,FI,AgeUNK,MOD,
2021-W03,0,,0,0,,FI19,5525292,FI,AgeUNK,UNK,
2021-W04,0,,0,0,,FI19,5525292,FI,ALL,UNK,1115634
2021-W04,0,,0,0,,FI,5525292,FI,ALL,AZ,4476235
2021-W04,0,,0,0,,FI1D,5525292,FI,ALL,UNK,1030639
2021-W04,2544,,0,0,6000,FI,5525292,FI,ALL,MOD,4476235
2021-W04,2532,,0,0,,FI1D,5525292,FI,ALL,MOD,1030639
2021-W04,5868,,4595,0,,FI1D,5525292,FI,ALL,COM,1030639
2021-W04,0,,0,0,,FI20,5525292,FI,ALL,UNK,23974
2021-W04,0,,0,0,,FI20,5525292,FI,ALL,MOD,23974
2021-W04,38142,,14549,0,40950,FI,5525292,FI,ALL,COM,4476235
2021-W04,0,,0,0,,FI1D,5525292,FI,ALL,AZ,1030639
2021-W04,516,,166,0,,FI20,5525292,FI,ALL,COM,23974
2021-W04,0,,0,0,,FI20,5525292,FI,ALL,AZ,23974
2021-W04,11496,,3457,0,,FI1B,5525292,FI,ALL,COM,1358542
2021-W04,8,,0,0,,FI1B,5525292,FI,ALL,MOD,1358542
2021-W04,0,,0,0,,FI1B,5525292,FI,ALL,UNK,1358542
2021-W04,0,,0,0,,FI1B,5525292,FI,ALL,AZ,1358542
2021-W04,0,,0,0,,FI19,5525292,FI,ALL,AZ,1115634
2021-W04,11881,,2452,0,,FI19,5525292,FI,ALL,COM,1115634
2021-W04,0,,0,0,,FI,5525292,FI,ALL,UNK,4476235
2021-W04,0,,0,0,,FI1C,5525292,FI,ALL,AZ,947446
2021-W04,8363,,3856,0,,FI1C,5525292,FI,ALL,COM,947446
2021-W04,1,,0,0,,FI19,5525292,FI,ALL,MOD,1115634
2021-W04,2,,0,0,,FI1C,5525292,FI,ALL,MOD,947446
2021-W04,0,,0,0,,FI1C,5525292,FI,ALL,UNK,947446
2021-W04,0,,0,0,,FI1B,5525292,FI,Age18_24,AZ,133131
2021-W04,275,,97,0,,FI1B,5525292,FI,Age18_24,COM,133131
2021-W04,0,,0,0,,FI1B,5525292,FI,Age18_24,MOD,133131
2021-W04,0,,0,0,,FI1B,5525292,FI,Age18_24,UNK,133131
2021-W04,0,,0,0,,FI,5525292,FI,Age18_24,UNK,432594
2021-W04,0,,0,0,,FI1C,5525292,FI,Age18_24,AZ,86290
2021-W04,350,,127,0,,FI1C,5525292,FI,Age18_24,COM,86290
2021-W04,0,,0,0,,FI1C,5525292,FI,Age18_24,MOD,86290
2021-W04,0,,0,0,,FI1C,5525292,FI,Age18_24,UNK,86290
2021-W04,0,,0,0,,FI20,5525292,FI,Age18_24,UNK,1893
2021-W04,0,,0,0,,FI20,5525292,FI,Age18_24,MOD,1893
2021-W04,33,,8,0,,FI20,5525292,FI,Age18_24,COM,1893
2021-W04,0,,0,0,,FI,5525292,FI,Age18_24,AZ,432594
2021-W04,353,,80,0,,FI19,5525292,FI,Age18_24,COM,111748
2021-W04,0,,0,0,,FI19,5525292,FI,Age18_24,AZ,111748
2021-W04,0,,0,0,,FI19,5525292,FI,Age18_24,MOD,111748
2021-W04,0,,0,0,,FI19,5525292,FI,Age18_24,UNK,111748
2021-W04,0,,0,0,,FI20,5525292,FI,Age18_24,AZ,1893
2021-W04,23,,0,0,,FI1D,5525292,FI,Age18_24,MOD,99532
2021-W04,235,,194,0,,FI1D,5525292,FI,Age18_24,COM,99532
2021-W04,0,,0,0,,FI1D,5525292,FI,Age18_24,AZ,99532
2021-W04,23,,0,0,,FI,5525292,FI,Age18_24,MOD,432594
2021-W04,0,,0,0,,FI1D,5525292,FI,Age18_24,UNK,99532
2021-W04,1247,,507,0,,FI,5525292,FI,Age18_24,COM,432594
2021-W04,0,,0,0,,FI1C,5525292,FI,Age25_49,UNK,334214
2021-W04,0,,0,0,,FI1C,5525292,FI,Age25_49,MOD,334214
2021-W04,0,,0,0,,FI19,5525292,FI,Age25_49,UNK,414611
2021-W04,0,,0,0,,FI19,5525292,FI,Age25_49,MOD,414611
2021-W04,2340,,1570,0,,FI19,5525292,FI,Age25_49,COM,414611
2021-W04,0,,0,0,,FI19,5525292,FI,Age25_49,AZ,414611
2021-W04,2008,,2261,0,,FI1C,5525292,FI,Age25_49,COM,334214
2021-W04,0,,0,0,,FI1C,5525292,FI,Age25_49,AZ,334214
2021-W04,0,,0,0,,FI20,5525292,FI,Age25_49,MOD,9244
2021-W04,0,,0,0,,FI20,5525292,FI,Age25_49,UNK,9244
2021-W04,0,,0,0,,FI1B,5525292,FI,Age25_49,UNK,611552
2021-W04,0,,0,0,,FI1B,5525292,FI,Age25_49,MOD,611552
2021-W04,2023,,1636,0,,FI1B,5525292,FI,Age25_49,COM,611552
2021-W04,0,,0,0,,FI1B,5525292,FI,Age25_49,AZ,611552
2021-W04,0,,0,0,,FI,5525292,FI,Age25_49,UNK,1728083
2021-W04,249,,0,0,,FI,5525292,FI,Age25_49,MOD,1728083
2021-W04,8075,,8212,0,,FI,5525292,FI,Age25_49,COM,1728083
2021-W04,0,,0,0,,FI,5525292,FI,Age25_49,AZ,1728083
2021-W04,109,,100,0,,FI20,5525292,FI,Age25_49,COM,9244
2021-W04,0,,0,0,,FI20,5525292,FI,Age25_49,AZ,9244
2021-W04,0,,0,0,,FI1D,5525292,FI,Age25_49,UNK,358462
2021-W04,249,,0,0,,FI1D,5525292,FI,Age25_49,MOD,358462
2021-W04,1582,,2627,0,,FI1D,5525292,FI,Age25_49,COM,358462
2021-W04,0,,0,0,,FI1D,5525292,FI,Age25_49,AZ,358462
2021-W04,0,,0,0,,FI1D,5525292,FI,Age50_59,UNK,167867
2021-W04,1251,,1016,0,,FI1C,5525292,FI,Age50_59,COM,156381
2021-W04,0,,0,0,,FI1C,5525292,FI,Age50_59,AZ,156381
2021-W04,0,,0,0,,FI1B,5525292,FI,Age50_59,UNK,221373
2021-W04,0,,0,0,,FI20,5525292,FI,Age50_59,UNK,4158
2021-W04,0,,0,0,,FI,5525292,FI,Age50_59,AZ,724665
2021-W04,4851,,3241,0,,FI,5525292,FI,Age50_59,COM,724665
2021-W04,218,,0,0,,FI1D,5525292,FI,Age50_59,MOD,167867
2021-W04,1115,,1082,0,,FI1D,5525292,FI,Age50_59,COM,167867
2021-W04,0,,0,0,,FI19,5525292,FI,Age50_59,MOD,174886
2021-W04,0,,0,0,,FI1D,5525292,FI,Age50_59,AZ,167867
2021-W04,0,,0,0,,FI1B,5525292,FI,Age50_59,MOD,221373
2021-W04,996,,633,0,,FI1B,5525292,FI,Age50_59,COM,221373
2021-W04,218,,0,0,,FI,5525292,FI,Age50_59,MOD,724665
2021-W04,0,,0,0,,FI1C,5525292,FI,Age50_59,MOD,156381
2021-W04,0,,0,0,,FI,5525292,FI,Age50_59,UNK,724665
2021-W04,0,,0,0,,FI20,5525292,FI,Age50_59,AZ,4158
2021-W04,0,,0,0,,FI19,5525292,FI,Age50_59,UNK,174886
2021-W04,0,,0,0,,FI1B,5525292,FI,Age50_59,AZ,221373
2021-W04,1436,,472,0,,FI19,5525292,FI,Age50_59,COM,174886
2021-W04,0,,0,0,,FI19,5525292,FI,Age50_59,AZ,174886
2021-W04,51,,38,0,,FI20,5525292,FI,Age50_59,COM,4158
2021-W04,0,,0,0,,FI20,5525292,FI,Age50_59,MOD,4158
2021-W04,0,,0,0,,FI1C,5525292,FI,Age50_59,UNK,156381
2021-W04,712,,339,0,,FI1B,5525292,FI,Age60_69,COM,181690
2021-W04,0,,0,0,,FI1B,5525292,FI,Age60_69,MOD,181690
2021-W04,0,,0,0,,FI1B,5525292,FI,Age60_69,UNK,181690
2021-W04,716,,501,0,,FI1D,5525292,FI,Age60_69,COM,187872
2021-W04,261,,0,0,,FI1D,5525292,FI,Age60_69,MOD,187872
2021-W04,0,,0,0,,FI1D,5525292,FI,Age60_69,UNK,187872
2021-W04,0,,0,0,,FI19,5525292,FI,Age60_69,UNK,181300
2021-W04,0,,0,0,,FI19,5525292,FI,Age60_69,MOD,181300
2021-W04,931,,177,0,,FI19,5525292,FI,Age60_69,COM,181300
2021-W04,0,,0,0,,FI19,5525292,FI,Age60_69,AZ,181300
2021-W04,1,,0,0,,FI1C,5525292,FI,Age60_69,MOD,161879
2021-W04,0,,0,0,,FI1C,5525292,FI,Age60_69,UNK,161879
2021-W04,0,,0,0,,FI,5525292,FI,Age60_69,UNK,716579
2021-W04,0,,0,0,,FI20,5525292,FI,Age60_69,AZ,3838
2021-W04,820,,424,0,,FI1C,5525292,FI,Age60_69,COM,161879
2021-W04,0,,0,0,,FI20,5525292,FI,Age60_69,UNK,3838
2021-W04,262,,0,0,,FI,5525292,FI,Age60_69,MOD,716579
2021-W04,3219,,1465,0,,FI,5525292,FI,Age60_69,COM,716579
2021-W04,0,,0,0,,FI,5525292,FI,Age60_69,AZ,716579
2021-W04,39,,20,0,,FI20,5525292,FI,Age60_69,COM,3838
2021-W04,0,,0,0,,FI1C,5525292,FI,Age60_69,AZ,161879
2021-W04,0,,0,0,,FI20,5525292,FI,Age60_69,MOD,3838
2021-W04,0,,0,0,,FI1B,5525292,FI,Age60_69,AZ,181690
2021-W04,0,,0,0,,FI1D,5525292,FI,Age60_69,AZ,187872
2021-W04,0,,0,0,,FI1B,5525292,FI,Age70_79,AZ,141702
2021-W04,930,,208,0,,FI1B,5525292,FI,Age70_79,COM,141702
2021-W04,2,,0,0,,FI1B,5525292,FI,Age70_79,MOD,141702
2021-W04,37,,0,0,,FI20,5525292,FI,Age70_79,COM,3187
2021-W04,0,,0,0,,FI20,5525292,FI,Age70_79,MOD,3187
2021-W04,0,,0,0,,FI1C,5525292,FI,Age70_79,UNK,133383
2021-W04,3689,,296,0,,FI,5525292,FI,Age70_79,COM,561908
2021-W04,0,,0,0,,FI,5525292,FI,Age70_79,AZ,561908
2021-W04,1,,0,0,,FI1C,5525292,FI,Age70_79,MOD,133383
2021-W04,874,,10,0,,FI1C,5525292,FI,Age70_79,COM,133383
2021-W04,0,,0,0,,FI1C,5525292,FI,Age70_79,AZ,133383
2021-W04,0,,0,0,,FI19,5525292,FI,Age70_79,UNK,146937
2021-W04,0,,0,0,,FI19,5525292,FI,Age70_79,AZ,146937
2021-W04,1291,,40,0,,FI19,5525292,FI,Age70_79,COM,146937
2021-W04,557,,38,0,,FI1D,5525292,FI,Age70_79,COM,136699
2021-W04,0,,0,0,,FI19,5525292,FI,Age70_79,MOD,146937
2021-W04,0,,0,0,,FI20,5525292,FI,Age70_79,UNK,3187
2021-W04,0,,0,0,,FI1B,5525292,FI,Age70_79,UNK,141702
2021-W04,0,,0,0,,FI20,5525292,FI,Age70_79,AZ,3187
2021-W04,0,,0,0,,FI,5525292,FI,Age70_79,UNK,561908
2021-W04,486,,0,0,,FI,5525292,FI,Age70_79,MOD,561908
2021-W04,0,,0,0,,FI1D,5525292,FI,Age70_79,UNK,136699
2021-W04,482,,0,0,,FI1D,5525292,FI,Age70_79,MOD,136699
2021-W04,0,,0,0,,FI1D,5525292,FI,Age70_79,AZ,136699
2021-W04,0,,0,0,,FI1D,5525292,FI,Age80+,UNK,80207
2021-W04,1299,,0,0,,FI1D,5525292,FI,Age80+,MOD,80207
2021-W04,1663,,153,0,,FI1D,5525292,FI,Age80+,COM,80207
2021-W04,0,,0,0,,FI1D,5525292,FI,Age80+,AZ,80207
2021-W04,0,,0,0,,FI19,5525292,FI,Age80+,UNK,86152
2021-W04,1,,0,0,,FI19,5525292,FI,Age80+,MOD,86152
2021-W04,5530,,113,0,,FI19,5525292,FI,Age80+,COM,86152
2021-W04,0,,0,0,,FI19,5525292,FI,Age80+,AZ,86152
2021-W04,0,,0,0,,FI1C,5525292,FI,Age80+,AZ,75299
2021-W04,3060,,18,0,,FI1C,5525292,FI,Age80+,COM,75299
2021-W04,247,,0,0,,FI20,5525292,FI,Age80+,COM,1654
2021-W04,0,,0,0,,FI1C,5525292,FI,Age80+,UNK,75299
2021-W04,0,,0,0,,FI20,5525292,FI,Age80+,MOD,1654
2021-W04,0,,0,0,,FI20,5525292,FI,Age80+,UNK,1654
2021-W04,6,,0,0,,FI1B,5525292,FI,Age80+,MOD,69094
2021-W04,0,,0,0,,FI1C,5525292,FI,Age80+,MOD,75299
2021-W04,6560,,544,0,,FI1B,5525292,FI,Age80+,COM,69094
2021-W04,0,,0,0,,FI1B,5525292,FI,Age80+,AZ,69094
2021-W04,0,,0,0,,FI,5525292,FI,Age80+,UNK,312406
2021-W04,1306,,0,0,,FI,5525292,FI,Age80+,MOD,312406
2021-W04,17061,,828,0,,FI,5525292,FI,Age80+,COM,312406
2021-W04,0,,0,0,,FI,5525292,FI,Age80+,AZ,312406
2021-W04,0,,0,0,,FI1B,5525292,FI,Age80+,UNK,69094
2021-W04,0,,0,0,,FI20,5525292,FI,Age80+,AZ,1654
2021-W04,0,,0,0,,FI19,5525292,FI,AgeUNK,UNK,
2021-W04,0,,0,0,,FI19,5525292,FI,AgeUNK,MOD,
2021-W04,0,,0,0,,FI19,5525292,FI,AgeUNK,COM,
2021-W04,0,,0,0,,FI19,5525292,FI,AgeUNK,AZ,
2021-W04,0,,0,0,,FI20,5525292,FI,AgeUNK,MOD,
2021-W04,0,,0,0,,FI1C,5525292,FI,AgeUNK,AZ,
2021-W04,0,,0,0,,FI1C,5525292,FI,AgeUNK,COM,
2021-W04,0,,0,0,,FI,5525292,FI,AgeUNK,UNK,
2021-W04,0,,0,0,,FI,5525292,FI,AgeUNK,MOD,
2021-W04,0,,0,0,,FI,5525292,FI,AgeUNK,COM,
2021-W04,0,,0,0,,FI,5525292,FI,AgeUNK,AZ,
2021-W04,0,,0,0,,FI1C,5525292,FI,AgeUNK,MOD,
2021-W04,0,,0,0,,FI1C,5525292,FI,AgeUNK,UNK,
2021-W04,0,,0,0,,FI20,5525292,FI,AgeUNK,COM,
2021-W04,0,,0,0,,FI1B,5525292,FI,AgeUNK,UNK,
2021-W04,0,,0,0,,FI1B,5525292,FI,AgeUNK,MOD,
2021-W04,0,,0,0,,FI1D,5525292,FI,AgeUNK,MOD,
2021-W04,0,,0,0,,FI20,5525292,FI,AgeUNK,AZ,
2021-W04,0,,0,0,,FI1B,5525292,FI,AgeUNK,AZ,
2021-W04,0,,0,0,,FI1D,5525292,FI,AgeUNK,AZ,
2021-W04,0,,0,0,,FI1D,5525292,FI,AgeUNK,COM,
2021-W04,0,,0,0,,FI1B,5525292,FI,AgeUNK,COM,
2021-W04,0,,0,0,,FI1D,5525292,FI,AgeUNK,UNK,
2021-W04,0,,0,0,,FI20,5525292,FI,AgeUNK,UNK,
2021-W05,0,,0,0,24000,FI,5525292,FI,ALL,AZ,4476235
2021-W05,21440,,32740,0,47970,FI,5525292,FI,ALL,COM,4476235
2021-W05,832,,0,0,,FI,5525292,FI,ALL,MOD,4476235
2021-W05,0,,0,0,,FI,5525292,FI,ALL,UNK,4476235
2021-W05,0,,0,0,,FI19,5525292,FI,ALL,AZ,1115634
2021-W05,0,,0,0,,FI1B,5525292,FI,ALL,AZ,1358542
2021-W05,107,,0,0,,FI1B,5525292,FI,ALL,MOD,1358542
2021-W05,0,,0,0,,FI20,5525292,FI,ALL,MOD,23974
2021-W05,0,,0,0,,FI20,5525292,FI,ALL,AZ,23974
2021-W05,0,,0,0,,FI1B,5525292,FI,ALL,UNK,1358542
2021-W05,2925,,8886,0,,FI1D,5525292,FI,ALL,COM,1030639
2021-W05,0,,0,0,,FI19,5525292,FI,ALL,MOD,1115634
2021-W05,6986,,9287,0,,FI1B,5525292,FI,ALL,COM,1358542
2021-W05,5826,,7482,0,,FI19,5525292,FI,ALL,COM,1115634
2021-W05,3,,0,0,,FI1C,5525292,FI,ALL,MOD,947446
2021-W05,0,,0,0,,FI19,5525292,FI,ALL,UNK,1115634
2021-W05,5250,,6862,0,,FI1C,5525292,FI,ALL,COM,947446
2021-W05,0,,0,0,,FI1C,5525292,FI,ALL,AZ,947446
2021-W05,0,,0,0,,FI1D,5525292,FI,ALL,UNK,1030639
2021-W05,0,,0,0,,FI1D,5525292,FI,ALL,AZ,1030639
2021-W05,0,,0,0,,FI1C,5525292,FI,ALL,UNK,947446
2021-W05,435,,189,0,,FI20,5525292,FI,ALL,COM,23974
2021-W05,0,,0,0,,FI20,5525292,FI,ALL,UNK,23974
2021-W05,722,,0,0,,FI1D,5525292,FI,ALL,MOD,1030639
2021-W05,0,,0,0,,FI19,5525292,FI,Age18_24,UNK,111748
2021-W05,0,,0,0,,FI,5525292,FI,Age18_24,AZ,432594
2021-W05,561,,1085,0,,FI,5525292,FI,Age18_24,COM,432594
2021-W05,5,,0,0,,FI,5525292,FI,Age18_24,MOD,432594
2021-W05,0,,0,0,,FI,5525292,FI,Age18_24,UNK,432594
2021-W05,0,,0,0,,FI1C,5525292,FI,Age18_24,UNK,86290
2021-W05,0,,0,0,,FI1C,5525292,FI,Age18_24,MOD,86290
2021-W05,3,,0,0,,FI1D,5525292,FI,Age18_24,MOD,99532
2021-W05,186,,213,0,,FI19,5525292,FI,Age18_24,COM,111748
2021-W05,0,,0,0,,FI1D,5525292,FI,Age18_24,UNK,99532
2021-W05,0,,0,0,,FI1C,5525292,FI,Age18_24,AZ,86290
2021-W05,189,,281,0,,FI1C,5525292,FI,Age18_24,COM,86290
2021-W05,0,,0,0,,FI20,5525292,FI,Age18_24,MOD,1893
2021-W05,0,,0,0,,FI1B,5525292,FI,Age18_24,AZ,133131
2021-W05,87,,301,0,,FI1B,5525292,FI,Age18_24,COM,133131
2021-W05,82,,284,0,,FI1D,5525292,FI,Age18_24,COM,99532
2021-W05,0,,0,0,,FI1D,5525292,FI,Age18_24,AZ,99532
2021-W05,9,,4,0,,FI20,5525292,FI,Age18_24,COM,1893
2021-W05,0,,0,0,,FI1B,5525292,FI,Age18_24,UNK,133131
2021-W05,0,,0,0,,FI20,5525292,FI,Age18_24,AZ,1893
2021-W05,0,,0,0,,FI19,5525292,FI,Age18_24,AZ,111748
2021-W05,0,,0,0,,FI19,5525292,FI,Age18_24,MOD,111748
2021-W05,2,,0,0,,FI1B,5525292,FI,Age18_24,MOD,133131
2021-W05,0,,0,0,,FI20,5525292,FI,Age18_24,UNK,1893
2021-W05,518,,4070,0,,FI1D,5525292,FI,Age25_49,COM,358462
2021-W05,0,,0,0,,FI1B,5525292,FI,Age25_49,AZ,611552
2021-W05,675,,3542,0,,FI1B,5525292,FI,Age25_49,COM,611552
2021-W05,11,,0,0,,FI1B,5525292,FI,Age25_49,MOD,611552
2021-W05,0,,0,0,,FI1B,5525292,FI,Age25_49,UNK,611552
2021-W05,0,,0,0,,FI19,5525292,FI,Age25_49,MOD,414611
2021-W05,1,,0,0,,FI1C,5525292,FI,Age25_49,MOD,334214
2021-W05,1064,,3291,0,,FI1C,5525292,FI,Age25_49,COM,334214
2021-W05,0,,0,0,,FI1C,5525292,FI,Age25_49,AZ,334214
2021-W05,0,,0,0,,FI,5525292,FI,Age25_49,UNK,1728083
2021-W05,30,,0,0,,FI,5525292,FI,Age25_49,MOD,1728083
2021-W05,3724,,14497,0,,FI,5525292,FI,Age25_49,COM,1728083
2021-W05,0,,0,0,,FI,5525292,FI,Age25_49,AZ,1728083
2021-W05,1430,,3465,0,,FI19,5525292,FI,Age25_49,COM,414611
2021-W05,0,,0,0,,FI1D,5525292,FI,Age25_49,AZ,358462
2021-W05,0,,0,0,,FI19,5525292,FI,Age25_49,AZ,414611
2021-W05,0,,0,0,,FI19,5525292,FI,Age25_49,UNK,414611
2021-W05,0,,0,0,,FI1C,5525292,FI,Age25_49,UNK,334214
2021-W05,0,,0,0,,FI1D,5525292,FI,Age25_49,UNK,358462
2021-W05,18,,0,0,,FI1D,5525292,FI,Age25_49,MOD,358462
2021-W05,0,,0,0,,FI20,5525292,FI,Age25_49,AZ,9244
2021-W05,32,,109,0,,FI20,5525292,FI,Age25_49,COM,9244
2021-W05,0,,0,0,,FI20,5525292,FI,Age25_49,MOD,9244
2021-W05,0,,0,0,,FI20,5525292,FI,Age25_49,UNK,9244
2021-W05,0,,0,0,,FI1B,5525292,FI,Age50_59,UNK,221373
2021-W05,0,,0,0,,FI1C,5525292,FI,Age50_59,UNK,156381
2021-W05,2,,0,0,,FI1C,5525292,FI,Age50_59,MOD,156381
2021-W05,681,,1647,0,,FI1C,5525292,FI,Age50_59,COM,156381
2021-W05,0,,0,0,,FI1C,5525292,FI,Age50_59,AZ,156381
2021-W05,0,,0,0,,FI19,5525292,FI,Age50_59,UNK,174886
2021-W05,0,,0,0,,FI19,5525292,FI,Age50_59,MOD,174886
2021-W05,785,,1569,0,,FI19,5525292,FI,Age50_59,COM,174886
2021-W05,0,,0,0,,FI19,5525292,FI,Age50_59,AZ,174886
2021-W05,0,,0,0,,FI,5525292,FI,Age50_59,AZ,724665
2021-W05,2137,,6966,0,,FI,5525292,FI,Age50_59,COM,724665
2021-W05,37,,0,0,,FI,5525292,FI,Age50_59,MOD,724665
2021-W05,0,,0,0,,FI,5525292,FI,Age50_59,UNK,724665
2021-W05,311,,1493,0,,FI1B,5525292,FI,Age50_59,COM,221373
2021-W05,0,,0,0,,FI1B,5525292,FI,Age50_59,AZ,221373
2021-W05,0,,0,0,,FI1D,5525292,FI,Age50_59,UNK,167867
2021-W05,28,,0,0,,FI1D,5525292,FI,Age50_59,MOD,167867
2021-W05,321,,2205,0,,FI1D,5525292,FI,Age50_59,COM,167867
2021-W05,0,,0,0,,FI1D,5525292,FI,Age50_59,AZ,167867
2021-W05,7,,0,0,,FI1B,5525292,FI,Age50_59,MOD,221373
2021-W05,0,,0,0,,FI20,5525292,FI,Age50_59,AZ,4158
2021-W05,37,,46,0,,FI20,5525292,FI,Age50_59,COM,4158
2021-W05,0,,0,0,,FI20,5525292,FI,Age50_59,MOD,4158
2021-W05,0,,0,0,,FI20,5525292,FI,Age50_59,UNK,4158
2021-W05,0,,0,0,,FI1B,5525292,FI,Age60_69,AZ,181690
2021-W05,542,,780,0,,FI19,5525292,FI,Age60_69,COM,181300
2021-W05,0,,0,0,,FI19,5525292,FI,Age60_69,AZ,181300
2021-W05,0,,0,0,,FI20,5525292,FI,Age60_69,MOD,3838
2021-W05,25,,30,0,,FI20,5525292,FI,Age60_69,COM,3838
2021-W05,0,,0,0,,FI20,5525292,FI,Age60_69,AZ,3838
